Altium Designer Pick and Place Locations
C:\Users\schwarz\AppData\Local\TempReleases\Snapshot\1\Assembly automotive\pnp-data\Pick Place for slave(automotive).csv

========================================================================================================================
File Design Information:

Date:       17-12-24
Time:       17:40
Revision:   Not in VersionControl
Variant:    automotive
Units used: mm

"Designator,""Comment"",""Layer"",""Footprint"",""Center-X(mm)"",""Center-Y(mm)"",""Rotation"",""Description"",""Height(mm)"""
"IC801_1,""M24M02-DWMN3TP/K"",""TopLayer"",""SOIC127P600X175-8N"",""150.1775"",""48.4188"",""270"",""Automotive 2-Mbit serial I²C "
"bus EEPROM with 1 MHz clock"",""1.7500"""
"IC801_2,""M24M02-DWMN3TP/K"",""TopLayer"",""SOIC127P600X175-8N"",""97.1349"",""48.6800"",""270"",""Automotive 2-Mbit serial I²C "
"bus EEPROM with 1 MHz clock"",""1.7500"""
"IC1400_1,""LTC6813HLWE-1#3ZZPBF"",""TopLayer"",""TSQFP50P1200X1200X160_HS-65N"",""136.2075"",""49.8475"",""0"",""18 Cell Multicell Battery Monitor, -40 to 125 degC, Pb-Free"",""1.6000"""
"IC1400_2,""LTC6813HLWE-1#3ZZPBF"",""TopLayer"",""TSQFP50P1200X1200X160_HS-65N"",""82.8675"",""49.8475"",""0"",""18 Cell Multicell Battery Monitor, -40 to 125 degC, Pb-Free"",""1.6000"""
"L900,""74404042100"",""TopLayer"",""WE-LQS_4018"",""7.1438"",""74.9300"",""180"",""WE-LQS SMD Power Inductor, L=10 µH"",""1.8000"""
"L600_1,""220µH"",""TopLayer"",""TYS6045221M-10"",""122.4280"",""52.7050"",""0"",""Power Inductor"",""4.7000"""
"L600_2,""220µH"",""TopLayer"",""TYS6045221M-10"",""67.8180"",""52.7050"",""0"",""Power Inductor"",""4.7000"""
"LD1400_1,""green"",""TopLayer"",""LEDC1608X07N"",""138.4300"",""63.8175"",""0"",""TLMG1100-GS08"",""0.7000"""
"LD1400_2,""green"",""TopLayer"",""LEDC1608X07N"",""84.7725"",""63.8175"",""0"",""TLMG1100-GS08"",""0.7000"""
"Q600_1,""PBSS4112PANP"",""TopLayer"",""PBSS4112PANP"",""105.0924"",""44.1324"",""180"",""Dual NPN/PNP Transistor"",""4.5000"""
"Q600_2,""PBSS4112PANP"",""TopLayer"",""PBSS4112PANP"",""50.4824"",""43.8149"",""180"",""Dual NPN/PNP Transistor"",""4.5000"""
"R900,""390k"",""TopLayer"",""RESC1608X05N"",""11.4300"",""86.9950"",""180"",""SMD Resistor 390k 0603"",""0.4500"""
"R901,""86k6"",""TopLayer"",""RESC1608X05N"",""11.4300"",""88.5825"",""0"",""SMD Resistor 86k6 0603"",""0.4500"""
"R903,""39R"",""TopLayer"",""RESC2012X05N"",""19.3675"",""92.3925"",""180"",""SMD Resistor 39R 0805"",""0.5000"""
"R904,""220k"",""TopLayer"",""RESC1608X05N"",""20.3200"",""83.5025"",""270"",""SMD Resistor 220k 0603"",""0.4500"""
"R905,""10k"",""TopLayer"",""RESC1608X05N"",""18.0975"",""88.5825"",""0"",""SMD Resistor 10k 0603"",""0.4500"""
"R1100,""150R"",""TopLayer"",""RESC1608X05N"",""105.7275"",""66.3451"",""270"",""SMD Resistor 150R 0603"",""0.4500"""
"R1101,""150R"",""TopLayer"",""RESC1608X05N"",""108.2675"",""66.3451"",""270"",""SMD Resistor 150R 0603"",""0.4500"""
"R1102,""150R"",""TopLayer"",""RESC1608X05N"",""129.5400"",""67.8800"",""270"",""SMD Resistor 150R 0603"",""0.4500"""
"R1103,""150R"",""TopLayer"",""RESC1608X05N"",""135.2550"",""67.8800"",""270"",""SMD Resistor 150R 0603"",""0.4500"""
"R1104,""150R"",""TopLayer"",""RESC1608X05N"",""140.9700"",""67.8800"",""270"",""SMD Resistor 150R 0603"",""0.4500"""
"R1105,""150R"",""TopLayer"",""RESC1608X05N"",""146.6850"",""67.8800"",""270"",""SMD Resistor 150R 0603"",""0.4500"""
"R1106,""150R"",""TopLayer"",""RESC1608X05N"",""83.8200"",""67.8800"",""270"",""SMD Resistor 150R 0603"",""0.4500"""
"R1107,""150R"",""TopLayer"",""RESC1608X05N"",""89.5350"",""67.8800"",""270"",""SMD Resistor 150R 0603"",""0.4500"""
"R1108,""150R"",""TopLayer"",""RESC1608X05N"",""95.2500"",""67.8800"",""270"",""SMD Resistor 150R 0603"",""0.4500"""
"R1109,""150R"",""TopLayer"",""RESC1608X05N"",""99.2349"",""67.8800"",""270"",""SMD Resistor 150R 0603"",""0.4500"""
"R1110,""150R"",""TopLayer"",""RESC1608X05N"",""100.6422"",""66.3575"",""270"",""SMD Resistor 150R 0603"",""0.4500"""
"R1111,""150R"",""TopLayer"",""RESC1608X05N"",""103.1875"",""66.3451"",""270"",""SMD Resistor 150R 0603"",""0.4500"""
"R1112,""150R"",""TopLayer"",""RESC1608X05N"",""39.0525"",""66.3575"",""270"",""SMD Resistor 150R 0603"",""0.4500"""
"R1113,""150R"",""TopLayer"",""RESC1608X05N"",""42.2275"",""66.3575"",""270"",""SMD Resistor 150R 0603"",""0.4500"""
"R1114,""150R"",""TopLayer"",""RESC1608X05N"",""45.4025"",""66.3451"",""270"",""SMD Resistor 150R 0603"",""0.4500"""
"R1115,""150R"",""TopLayer"",""RESC1608X05N"",""48.5775"",""66.3575"",""270"",""SMD Resistor 150R 0603"",""0.4500"""
"R1116,""150R"",""TopLayer"",""RESC1608X05N"",""51.7525"",""66.3575"",""270"",""SMD Resistor 150R 0603"",""0.4500"""
"R1117,""150R"",""TopLayer"",""RESC1608X05N"",""54.9275"",""66.3575"",""270"",""SMD Resistor 150R 0603"",""0.4500"""
"R1118,""10k"",""TopLayer"",""RESC1608X05N"",""122.6875"",""60.6425"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"R1500,""130R"",""TopLayer"",""RESC5025X07N"",""117.5050"",""79.3750"",""270"",""SMD Resistor 130R 2010"",""0.7000"""
"R1501,""130R"",""TopLayer"",""RESC5025X07N"",""123.1900"",""79.3750"",""270"",""SMD Resistor 130R 2010"",""0.7000"""
"R1502,""130R"",""TopLayer"",""RESC5025X07N"",""128.9050"",""79.3750"",""270"",""SMD Resistor 130R 2010"",""0.7000"""
"R1503,""130R"",""TopLayer"",""RESC5025X07N"",""134.6200"",""79.3750"",""270"",""SMD Resistor 130R 2010"",""0.7000"""
"R1504,""130R"",""TopLayer"",""RESC5025X07N"",""140.3350"",""79.3750"",""270"",""SMD Resistor 130R 2010"",""0.7000"""
"R1505,""130R"",""TopLayer"",""RESC5025X07N"",""146.0500"",""79.3750"",""270"",""SMD Resistor 130R 2010"",""0.7000"""
"R1506,""130R"",""TopLayer"",""RESC5025X07N"",""117.4750"",""90.8050"",""90"",""SMD Resistor 130R 2010"",""0.7000"""
"R1507,""130R"",""TopLayer"",""RESC5025X07N"",""123.1900"",""90.8050"",""90"",""SMD Resistor 130R 2010"",""0.7000"""
"R1508,""130R"",""TopLayer"",""RESC5025X07N"",""128.9050"",""90.8050"",""90"",""SMD Resistor 130R 2010"",""0.7000"""
"R1509,""130R"",""TopLayer"",""RESC5025X07N"",""134.6200"",""90.8050"",""90"",""SMD Resistor 130R 2010"",""0.7000"""
"R1510,""130R"",""TopLayer"",""RESC5025X07N"",""140.3149"",""90.8050"",""90"",""SMD Resistor 130R 2010"",""0.7000"""
"R1511,""130R"",""TopLayer"",""RESC5025X07N"",""146.0500"",""90.8050"",""90"",""SMD Resistor 130R 2010"",""0.7000"""
"R1512,""3k3"",""TopLayer"",""RESC1608X05N"",""115.2525"",""70.4850"",""270"",""SMD Resistor 3k3 0603"",""0.4500"""
"R1513,""3k3"",""TopLayer"",""RESC1608X05N"",""120.9675"",""70.4850"",""270"",""SMD Resistor 3k3 0603"",""0.4500"""
"R1514,""3k3"",""TopLayer"",""RESC1608X05N"",""126.6825"",""70.4850"",""270"",""SMD Resistor 3k3 0603"",""0.4500"""
"R1515,""3k3"",""TopLayer"",""RESC1608X05N"",""132.3975"",""70.4850"",""270"",""SMD Resistor 3k3 0603"",""0.4500"""
"R1516,""3k3"",""TopLayer"",""RESC1608X05N"",""138.1125"",""70.4850"",""270"",""SMD Resistor 3k3 0603"",""0.4500"""
"R1517,""3k3"",""TopLayer"",""RESC1608X05N"",""143.9180"",""70.4850"",""270"",""SMD Resistor 3k3 0603"",""0.4500"""
"R1518,""130R"",""TopLayer"",""RESC5025X07N"",""83.1850"",""79.3750"",""270"",""SMD Resistor 130R 2010"",""0.7000"""
"R1519,""130R"",""TopLayer"",""RESC5025X07N"",""88.9000"",""79.3750"",""270"",""SMD Resistor 130R 2010"",""0.7000"""
"R1520,""130R"",""TopLayer"",""RESC5025X07N"",""94.6150"",""79.3750"",""270"",""SMD Resistor 130R 2010"",""0.7000"""
"R1521,""130R"",""TopLayer"",""RESC5025X07N"",""100.3300"",""79.3750"",""270"",""SMD Resistor 130R 2010"",""0.7000"""
"R1522,""130R"",""TopLayer"",""RESC5025X07N"",""106.0450"",""79.3750"",""270"",""SMD Resistor 130R 2010"",""0.7000"""
"R1523,""130R"",""TopLayer"",""RESC5025X07N"",""111.7600"",""79.3750"",""270"",""SMD Resistor 130R 2010"",""0.7000"""
"R1524,""130R"",""TopLayer"",""RESC5025X07N"",""83.1850"",""90.8050"",""90"",""SMD Resistor 130R 2010"",""0.7000"""
"R1525,""130R"",""TopLayer"",""RESC5025X07N"",""88.9000"",""90.8050"",""90"",""SMD Resistor 130R 2010"",""0.7000"""
"R1526,""130R"",""TopLayer"",""RESC5025X07N"",""94.6150"",""90.8050"",""90"",""SMD Resistor 130R 2010"",""0.7000"""
"R1527,""130R"",""TopLayer"",""RESC5025X07N"",""100.3300"",""90.8050"",""90"",""SMD Resistor 130R 2010"",""0.7000"""
"R1528,""130R"",""TopLayer"",""RESC5025X07N"",""106.0450"",""90.8050"",""90"",""SMD Resistor 130R 2010"",""0.7000"""
"R1529,""130R"",""TopLayer"",""RESC5025X07N"",""111.7600"",""90.8050"",""90"",""SMD Resistor 130R 2010"",""0.7000"""
"R1530,""3k3"",""TopLayer"",""RESC1608X05N"",""80.9625"",""70.4850"",""270"",""SMD Resistor 3k3 0603"",""0.4500"""
"R1531,""3k3"",""TopLayer"",""RESC1608X05N"",""86.6775"",""70.4850"",""270"",""SMD Resistor 3k3 0603"",""0.4500"""
"R1532,""3k3"",""TopLayer"",""RESC1608X05N"",""92.3925"",""70.4850"",""270"",""SMD Resistor 3k3 0603"",""0.4500"""
"R1533,""3k3"",""TopLayer"",""RESC1608X05N"",""98.1075"",""70.4850"",""270"",""SMD Resistor 3k3 0603"",""0.4500"""
"R1534,""3k3"",""TopLayer"",""RESC1608X05N"",""103.8225"",""70.4850"",""270"",""SMD Resistor 3k3 0603"",""0.4500"""
"R1535,""3k3"",""TopLayer"",""RESC1608X05N"",""109.5375"",""70.4850"",""270"",""SMD Resistor 3k3 0603"",""0.4500"""
"R1536,""130R"",""TopLayer"",""RESC5025X07N"",""48.8950"",""79.3750"",""270"",""SMD Resistor 130R 2010"",""0.7000"""
"R1537,""130R"",""TopLayer"",""RESC5025X07N"",""54.6100"",""79.3750"",""270"",""SMD Resistor 130R 2010"",""0.7000"""
"R1538,""130R"",""TopLayer"",""RESC5025X07N"",""60.3250"",""79.3750"",""270"",""SMD Resistor 130R 2010"",""0.7000"""
"R1539,""130R"",""TopLayer"",""RESC5025X07N"",""66.0400"",""79.3750"",""270"",""SMD Resistor 130R 2010"",""0.7000"""
"R1540,""130R"",""TopLayer"",""RESC5025X07N"",""71.7550"",""79.3750"",""270"",""SMD Resistor 130R 2010"",""0.7000"""
"R1541,""130R"",""TopLayer"",""RESC5025X07N"",""77.4653"",""79.3750"",""270"",""SMD Resistor 130R 2010"",""0.7000"""
"R1542,""130R"",""TopLayer"",""RESC5025X07N"",""48.8950"",""90.8050"",""90"",""SMD Resistor 130R 2010"",""0.7000"""
"R1543,""130R"",""TopLayer"",""RESC5025X07N"",""54.6100"",""90.8050"",""90"",""SMD Resistor 130R 2010"",""0.7000"""
"R1544,""130R"",""TopLayer"",""RESC5025X07N"",""60.3250"",""90.8050"",""90"",""SMD Resistor 130R 2010"",""0.7000"""
"R1545,""130R"",""TopLayer"",""RESC5025X07N"",""66.0400"",""90.8050"",""90"",""SMD Resistor 130R 2010"",""0.7000"""
"R1546,""130R"",""TopLayer"",""RESC5025X07N"",""71.7550"",""90.8050"",""90"",""SMD Resistor 130R 2010"",""0.7000"""
"R1547,""130R"",""TopLayer"",""RESC5025X07N"",""77.4499"",""90.8050"",""90"",""SMD Resistor 130R 2010"",""0.7000"""
"R1548,""3k3"",""TopLayer"",""RESC1608X05N"",""46.6725"",""70.4850"",""270"",""SMD Resistor 3k3 0603"",""0.4500"""
"R1549,""3k3"",""TopLayer"",""RESC1608X05N"",""52.3875"",""70.4850"",""270"",""SMD Resistor 3k3 0603"",""0.4500"""
"R1550,""3k3"",""TopLayer"",""RESC1608X05N"",""58.1025"",""70.4850"",""270"",""SMD Resistor 3k3 0603"",""0.4500"""
"R1551,""3k3"",""TopLayer"",""RESC1608X05N"",""63.8175"",""70.4850"",""270"",""SMD Resistor 3k3 0603"",""0.4500"""
"R1552,""3k3"",""TopLayer"",""RESC1608X05N"",""69.5325"",""70.4850"",""270"",""SMD Resistor 3k3 0603"",""0.4500"""
"R1553,""3k3"",""TopLayer"",""RESC1608X05N"",""75.2475"",""70.4850"",""270"",""SMD Resistor 3k3 0603"",""0.4500"""
"R100_1,""10k"",""TopLayer"",""RESC1608X05N"",""86.2531"",""12.0607"",""180"",""SMD Resistor 10k 0603"",""0.4500"""
"R100_2,""10k"",""TopLayer"",""RESC1608X05N"",""57.6314"",""12.0350"",""180"",""SMD Resistor 10k 0603"",""0.4500"""
"R101_1,""10k"",""TopLayer"",""RESC1608X05N"",""89.2531"",""12.0607"",""180"",""SMD Resistor 10k 0603"",""0.4500"""
"R101_2,""10k"",""TopLayer"",""RESC1608X05N"",""60.6314"",""12.0350"",""180"",""SMD Resistor 10k 0603"",""0.4500"""
"R102_1,""10k"",""TopLayer"",""RESC1608X05N"",""92.2531"",""12.0607"",""180"",""SMD Resistor 10k 0603"",""0.4500"""
"R102_2,""10k"",""TopLayer"",""RESC1608X05N"",""63.6314"",""12.0350"",""180"",""SMD Resistor 10k 0603"",""0.4500"""
"R103_1,""10k"",""TopLayer"",""RESC1608X05N"",""95.2531"",""12.0607"",""180"",""SMD Resistor 10k 0603"",""0.4500"""
"R103_2,""10k"",""TopLayer"",""RESC1608X05N"",""66.6316"",""12.0350"",""180"",""SMD Resistor 10k 0603"",""0.4500"""
"R104_1,""10k"",""TopLayer"",""RESC1608X05N"",""98.2531"",""12.0607"",""180"",""SMD Resistor 10k 0603"",""0.4500"""
"R104_2,""10k"",""TopLayer"",""RESC1608X05N"",""69.6316"",""12.0350"",""180"",""SMD Resistor 10k 0603"",""0.4500"""
"R105_1,""10k"",""TopLayer"",""RESC1608X05N"",""101.2531"",""12.0607"",""180"",""SMD Resistor 10k 0603"",""0.4500"""
"R105_2,""10k"",""TopLayer"",""RESC1608X05N"",""72.6316"",""12.0350"",""180"",""SMD Resistor 10k 0603"",""0.4500"""
"R106_1,""10k"",""TopLayer"",""RESC1608X05N"",""104.2531"",""12.0607"",""180"",""SMD Resistor 10k 0603"",""0.4500"""
"R106_2,""10k"",""TopLayer"",""RESC1608X05N"",""75.6316"",""12.0350"",""180"",""SMD Resistor 10k 0603"",""0.4500"""
"R107_1,""10k"",""TopLayer"",""RESC1608X05N"",""107.2531"",""12.0607"",""180"",""SMD Resistor 10k 0603"",""0.4500"""
"R107_2,""10k"",""TopLayer"",""RESC1608X05N"",""78.6316"",""12.0350"",""180"",""SMD Resistor 10k 0603"",""0.4500"""
"R108_1,""100R"",""TopLayer"",""RESC1608X05N"",""104.9338"",""24.6063"",""0"",""SMD Resistor 100R 0603"",""0.4500"""
"R108_2,""100R"",""TopLayer"",""RESC1608X05N"",""76.3588"",""24.6063"",""0"",""SMD Resistor 100R 0603"",""0.4500"""
"R109_1,""100R"",""TopLayer"",""RESC1608X05N"",""25.7175"",""66.0400"",""0"",""SMD Resistor 100R 0603"",""0.4500"""
"R109_2,""100R"",""TopLayer"",""RESC1608X05N"",""25.6974"",""58.7251"",""0"",""SMD Resistor 100R 0603"",""0.4500"""
"R112_1,""100R"",""TopLayer"",""RESC1608X05N"",""103.0288"",""14.2875"",""270"",""SMD Resistor 100R 0603"",""0.4500"""
"R112_2,""100R"",""TopLayer"",""RESC1608X05N"",""74.4538"",""14.2875"",""270"",""SMD Resistor 100R 0603"",""0.4500"""
"R113_1,""100R"",""TopLayer"",""RESC1608X05N"",""101.4413"",""14.2875"",""270"",""SMD Resistor 100R 0603"",""0.4500"""
"R113_2,""100R"",""TopLayer"",""RESC1608X05N"",""72.8663"",""14.2875"",""270"",""SMD Resistor 100R 0603"",""0.4500"""
"R114_1,""100R"",""TopLayer"",""RESC1608X05N"",""99.8538"",""14.2875"",""270"",""SMD Resistor 100R 0603"",""0.4500"""
"R114_2,""100R"",""TopLayer"",""RESC1608X05N"",""71.2788"",""14.2875"",""270"",""SMD Resistor 100R 0603"",""0.4500"""
"R115_1,""100R"",""TopLayer"",""RESC1608X05N"",""98.2663"",""14.2875"",""270"",""SMD Resistor 100R 0603"",""0.4500"""
"R115_2,""100R"",""TopLayer"",""RESC1608X05N"",""69.6913"",""14.2875"",""270"",""SMD Resistor 100R 0603"",""0.4500"""
"R116_1,""100R"",""TopLayer"",""RESC1608X05N"",""96.6788"",""14.2875"",""270"",""SMD Resistor 100R 0603"",""0.4500"""
"R116_2,""100R"",""TopLayer"",""RESC1608X05N"",""68.1038"",""14.2875"",""270"",""SMD Resistor 100R 0603"",""0.4500"""
"R117_1,""100R"",""TopLayer"",""RESC1608X05N"",""95.0913"",""14.2875"",""270"",""SMD Resistor 100R 0603"",""0.4500"""
"R117_2,""100R"",""TopLayer"",""RESC1608X05N"",""66.5163"",""14.2875"",""270"",""SMD Resistor 100R 0603"",""0.4500"""
"R118_1,""100R"",""TopLayer"",""RESC1608X05N"",""93.5038"",""14.2875"",""270"",""SMD Resistor 100R 0603"",""0.4500"""
"R118_2,""100R"",""TopLayer"",""RESC1608X05N"",""64.9288"",""14.2875"",""270"",""SMD Resistor 100R 0603"",""0.4500"""
"R119_1,""100R"",""TopLayer"",""RESC1608X05N"",""91.9163"",""14.2875"",""270"",""SMD Resistor 100R 0603"",""0.4500"""
"R119_2,""100R"",""TopLayer"",""RESC1608X05N"",""63.3413"",""14.2875"",""270"",""SMD Resistor 100R 0603"",""0.4500"""
"R600_1,""124k"",""TopLayer"",""RESC1608X05N"",""107.3150"",""49.8475"",""90"",""SMD Resistor 124k 0603"",""0.4500"""
"R600_2,""124k"",""TopLayer"",""RESC1608X05N"",""52.7050"",""49.8475"",""90"",""SMD Resistor 124k 0603"",""0.4500"""
"R601_1,""10k"",""TopLayer"",""RESC1608X05N"",""109.8550"",""47.6250"",""0"",""SMD Resistor 10k 0603"",""0.4500"""
"R601_2,""10k"",""TopLayer"",""RESC1608X05N"",""55.2450"",""47.6250"",""0"",""SMD Resistor 10k 0603"",""0.4500"""
"R602_1,""1k5"",""TopLayer"",""RESC1608X05N"",""122.2375"",""48.5775"",""180"",""SMD Resistor 1k5 0603"",""0.4500"""
"R602_2,""1k5"",""TopLayer"",""RESC1608X05N"",""67.6275"",""48.5775"",""180"",""SMD Resistor 1k5 0603"",""0.4500"""
"R603_1,""1k"",""TopLayer"",""RESC1608X05N"",""119.3800"",""48.5775"",""180"",""SMD Resistor 1k 0603"",""0.4500"""
"R603_2,""1k"",""TopLayer"",""RESC1608X05N"",""64.7700"",""48.5775"",""180"",""SMD Resistor 1k 0603"",""0.4500"""
"R604_1,""1R"",""TopLayer"",""RESC2012X05N"",""127.2540"",""51.0540"",""270"",""SMD Resistor 1R 0805"",""0.5000"""
"R604_2,""1R"",""TopLayer"",""RESC2012X05N"",""72.6440"",""51.1175"",""270"",""SMD Resistor 1R 0805"",""0.5000"""
"R605_1,""10k"",""TopLayer"",""RESC1608X05N"",""108.5850"",""44.1325"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"R605_2,""10k"",""TopLayer"",""RESC1608X05N"",""53.9750"",""43.8150"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"R606_1,""124k"",""TopLayer"",""RESC1608X05N"",""107.3150"",""44.1325"",""90"",""SMD Resistor 124k 0603"",""0.4500"""
"R606_2,""124k"",""TopLayer"",""RESC1608X05N"",""52.7050"",""43.8150"",""90"",""SMD Resistor 124k 0603"",""0.4500"""
"R607_1,""10k"",""TopLayer"",""RESC1608X05N"",""101.6000"",""44.1325"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"R607_2,""10k"",""TopLayer"",""RESC1608X05N"",""46.9875"",""43.8150"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"R608_1,""68k"",""TopLayer"",""RESC1608X05N"",""104.1400"",""42.2275"",""180"",""SMD Resistor 68k 0603"",""0.4500"""
"R608_2,""68k"",""TopLayer"",""RESC1608X05N"",""48.8950"",""41.5925"",""180"",""SMD Resistor 68k 0603"",""0.4500"""
"R610_1,""0R"",""TopLayer"",""RESC1608X05N"",""109.8550"",""45.7200"",""270"",""SMD Resistor 0R 0603"",""0.4500"""
"R610_2,""0R"",""TopLayer"",""RESC1608X05N"",""55.2450"",""45.7200"",""270"",""SMD Resistor 0R 0603"",""0.4500"""
"R700_1,""10k"",""TopLayer"",""RESC1608X05N"",""91.9899"",""22.8608"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"R700_2,""10k"",""TopLayer"",""RESC1608X05N"",""63.3174"",""22.8351"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"R701_1,""10k"",""TopLayer"",""RESC1608X05N"",""90.4024"",""22.8608"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"R701_2,""10k"",""TopLayer"",""RESC1608X05N"",""61.7299"",""22.8351"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"R702_1,""10k"",""TopLayer"",""RESC1608X05N"",""88.8149"",""22.8608"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"R702_2,""10k"",""TopLayer"",""RESC1608X05N"",""60.1424"",""22.8351"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"R703_1,""10k"",""TopLayer"",""RESC1608X05N"",""87.2274"",""22.8608"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"R703_2,""10k"",""TopLayer"",""RESC1608X05N"",""58.5549"",""22.8351"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"R704_1,""10k"",""TopLayer"",""RESC1608X05N"",""85.6399"",""22.8608"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"R704_2,""10k"",""TopLayer"",""RESC1608X05N"",""56.9674"",""22.8351"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"R705_1,""10k"",""TopLayer"",""RESC1608X05N"",""84.0524"",""22.8608"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"R705_2,""10k"",""TopLayer"",""RESC1608X05N"",""55.3799"",""22.8351"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"R706_1,""10k"",""TopLayer"",""RESC1608X05N"",""82.4649"",""22.8608"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"R706_2,""10k"",""TopLayer"",""RESC1608X05N"",""53.7924"",""22.8351"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"R707_1,""10k"",""TopLayer"",""RESC1608X05N"",""80.8774"",""22.8608"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"R707_2,""10k"",""TopLayer"",""RESC1608X05N"",""52.2049"",""22.8351"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"R708_1,""10k"",""TopLayer"",""RESC1608X05N"",""88.9000"",""15.5575"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"R708_2,""10k"",""TopLayer"",""RESC1608X05N"",""59.5313"",""16.3513"",""90"",""SMD Resistor 10k 0603"",""0.4500"""
"R800_1,""10k"",""TopLayer"",""RESC1608X05N"",""101.2825"",""50.4825"",""0"",""SMD Resistor 10k 0603"",""0.4500"""
"R800_2,""10k"",""TopLayer"",""RESC1608X05N"",""46.0375"",""50.4825"",""0"",""SMD Resistor 10k 0603"",""0.4500"""
"R1300_1,""100R"",""TopLayer"",""RESC1608X05N"",""136.5049"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1300_2,""100R"",""TopLayer"",""RESC1608X05N"",""83.1649"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1301_1,""100R"",""TopLayer"",""RESC1608X05N"",""139.0449"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1301_2,""100R"",""TopLayer"",""RESC1608X05N"",""85.7049"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1302_1,""100R"",""TopLayer"",""RESC1608X05N"",""141.5849"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1302_2,""100R"",""TopLayer"",""RESC1608X05N"",""88.2449"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1303_1,""100R"",""TopLayer"",""RESC1608X05N"",""144.1249"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1303_2,""100R"",""TopLayer"",""RESC1608X05N"",""90.7849"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1304_1,""100R"",""TopLayer"",""RESC1608X05N"",""146.6649"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1304_2,""100R"",""TopLayer"",""RESC1608X05N"",""93.3249"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1305_1,""100R"",""TopLayer"",""RESC1608X05N"",""149.2049"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1305_2,""100R"",""TopLayer"",""RESC1608X05N"",""95.8649"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1306_1,""100R"",""TopLayer"",""RESC1608X05N"",""151.7449"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1306_2,""100R"",""TopLayer"",""RESC1608X05N"",""98.4049"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1307_1,""100R"",""TopLayer"",""RESC1608X05N"",""121.2649"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1307_2,""100R"",""TopLayer"",""RESC1608X05N"",""67.9249"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1308_1,""100R"",""TopLayer"",""RESC1608X05N"",""123.8049"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1308_2,""100R"",""TopLayer"",""RESC1608X05N"",""70.4649"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1309_1,""100R"",""TopLayer"",""RESC1608X05N"",""126.3449"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1309_2,""100R"",""TopLayer"",""RESC1608X05N"",""73.0049"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1310_1,""100R"",""TopLayer"",""RESC1608X05N"",""128.8849"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1310_2,""100R"",""TopLayer"",""RESC1608X05N"",""75.5449"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1311_1,""100R"",""TopLayer"",""RESC1608X05N"",""131.4249"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
"R1311_2,""100R"",""TopLayer"",""RESC1608X05N"",""78.0849"",""29.8326"",""90"",""SMD Resistor 100R 0603"",""0.4500"""
